respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.0,1.915415873774568e-09
26708,0.0,3.409510918246638e-17
26709,0.0,1.7549241725112632e-49
26710,0.0,0.9810048459897072
26711,0.0,0.9092317155249561
26712,0.0,0.999999996866547
26713,0.0,0.9909350157868325
26714,0.0,0.0394828595185047
26715,0.0,0.056554347016679496
26716,0.0,0.9697504926804857
26717,0.0,1.9682195476355646e-08
26718,0.0,0.006070788828054594
26719,0.0,0.08858019822734788
26720,0.0,5.695740357249077e-09
26721,0.0,1.4394485571976343e-21
26722,0.0,4.0707015218413e-05
26723,0.0,0.9992826071917185
26724,0.0,0.35290309976399187
26725,0.0,3.8072625469772654e-08
26726,0.0,0.0001762721142388202
26727,0.0,0.9822030219504959
26728,0.0,0.00013473452578372373
26729,0.0,1.0
26730,0.0,0.013899694070458359
26731,0.0,0.001087836934207725
26732,0.0,2.720073693340887e-05
26733,0.0,0.9999990264829903
26734,0.0,0.9999999999999858
26735,0.0,0.37889776507883327
26736,0.0,1.1781190971380365e-05
26737,0.0,1.2561909977683092e-05
26738,0.0,0.0075713501503921
26739,0.0,0.02243764167808255
26740,0.0,1.5518530383509282e-08
26741,0.0,0.9943545610427973
26742,0.0,0.00016403469000271896
26743,0.0,3.181101303761027e-05
26744,0.0,0.007243250586520074
26745,0.0,0.5472943352969744
26746,0.0,0.42180013738303107
26747,0.0,3.821814261832893e-17
26748,0.0,3.559677357602878e-14
26749,0.0,0.7878586880203233
26750,0.0,0.9997993940461567
26751,0.0,0.999999975517928
26752,0.0,1.2987639828163212e-05
26753,0.0,0.9995743384685302
26754,0.0,0.9999990166856921
26755,0.0,0.00029909353176236846
26756,0.0,4.188109216878243e-07
26757,0.0,4.004511099059173e-31
26758,0.0,0.9999999999982228
26759,0.0,0.00717635566754284
26760,0.0,0.00028541366003421504
26761,0.0,0.9827557437865588
26762,0.0,0.6244316284554515
26763,0.0,0.9999912577979256
26764,0.0,0.9995187372129185
26765,0.0,0.03468882725445055
26766,0.0,3.371862369455459e-11
26767,0.0,0.9999999518004763
26768,0.0,0.27585855300199436
26769,0.0,2.291350709795005e-08
26770,0.0,4.881810048309278e-15
26771,0.0,1.1684643416067543e-11
26772,0.0,4.142793086290046e-09
26773,0.0,0.18823193612572972
26774,0.0,0.9999999999903508
26775,0.0,7.110909719040142e-05
26776,0.0,0.9499884516196824
26777,0.0,9.035813483582335e-16
26778,0.0,1.0206231330771099e-19
26779,0.0,0.04837125250364867
26780,0.0,8.537107519003825e-29
26781,0.0,0.0048132650011984
26782,0.0,0.1262906325860144
26783,0.0,1.4045755591164344e-09
26784,0.0,0.9999999964197972
26785,0.0,0.9899501952582357
26786,0.0,1.5692090939641256e-05
26787,0.0,0.964413073356439
26788,0.0,0.9999999981336103
26789,0.0,0.08893217363943508
26790,0.0,0.01971705456625965
26791,0.0,0.004568102466815882
26792,0.0,0.874580566134624
26793,0.0,0.8909847512428423
26794,0.0,0.9999968474355638
26795,0.0,0.9999965805767976
26796,0.0,0.0008309723904989844
26797,0.0,0.9999996447949009
26798,0.0,0.43826901111951555
26799,0.0,0.3995442595692294
26800,0.0,0.6159408369124431
26801,0.0,0.9990292391070732
26802,0.0,4.0997731994403496e-08
26803,0.0,0.4978810774410577
26804,0.0,0.056738697647293
26805,0.0,1.8898727457266515e-05
26806,0.0,0.9928977378691977
26807,0.0,0.9999933735582235
26808,0.0,0.9943765018374863
26809,0.0,0.8021243433936697
26810,0.0,0.9984995236118125
26811,0.0,0.03342220133446621
26812,0.0,2.674641991038368e-07
26813,0.0,0.9670530237778662
26814,0.0,0.061987623801589786
26815,0.0,2.7227445957079605e-19
26816,0.0,0.5478264865650273
26817,0.0,0.913524184501497
26818,0.0,6.652743623254302e-31
26819,0.0,0.9999988070359161
26820,0.0,0.6068604105325565
26821,0.0,2.993334768911272e-36
26822,0.0,0.5614216238210983
26823,0.0,0.8744183463446156
26824,0.0,0.22095953419159875
26825,0.0,4.9023372732019666e-14
26826,0.0,0.48766581094404177
26827,0.0,3.4464482427677237e-25
26828,0.0,0.49597452197824965
26829,0.0,0.9999990769998216
26830,0.0,0.28505958854840563
26831,0.0,0.9999998898821251
26832,0.0,0.9979938849803603
26833,0.0,2.2228288368136095e-17
26834,0.0,0.0017447228481579488
26835,0.0,0.9891262016899605
26836,0.0,0.9634559050041455
26837,0.0,1.9641131250049048e-07
26838,0.0,0.2105599843480254
26839,0.0,0.999958413658864
26840,0.0,2.8949036181741836e-16
26841,0.0,0.9957121733582931
26842,0.0,5.8745696438408415e-05
26843,0.0,0.0002065652912935573
26844,0.0,1.1949224614062884e-05
26845,0.0,0.01551945949479107
26846,0.0,0.3000308039476267
26847,0.0,1.38116720986167e-49
26848,0.0,0.8775257988479408
26849,0.0,0.9911755118278632
26850,0.0,6.54807506400166e-13
26851,0.0,6.598999658874915e-13
26852,0.0,2.01268731166468e-12
26853,0.0,0.9960960972974119
26854,0.0,0.0020172411870981602
26855,0.0,0.9999549382003601
26856,0.0,0.004379797413247098
26857,0.0,0.575030995790849
26858,0.0,0.9999995326561129
26859,0.0,1.9684845298736245e-11
26860,0.0,0.20553890475082964
26861,0.0,0.3987120323412029
26862,0.0,1.8399733281007168e-07
26863,0.0,0.39034926814580767
26864,0.0,0.9983016048250211
26865,0.0,4.276749570611181e-07
26866,0.0,0.7032598440883946
26867,0.0,0.3100977546906826
26868,0.0,0.9999802961561425
26869,0.0,0.0008039976379613739
26870,0.0,0.9999999999826485
26871,0.0,1.6218576194386045e-19
26872,0.0,1.1561845821455405e-19
26873,0.0,0.9531620559625934
26874,0.0,0.006116985986289664
26875,0.0,2.650070233503241e-05
26876,0.0,0.11423352717267823
26877,0.0,4.385444238306311e-20
26878,0.0,1.3553387048593373e-19
26879,0.0,2.004795833799995e-09
26880,0.0,5.562163192355841e-08
26881,0.0,0.0010269551971749241
26882,0.0,3.2771444366457553e-10
26883,0.0,0.8620529964235978
26884,0.0,0.99813015662139
26885,0.0,0.9891665356030503
26886,0.0,0.7008207221743692
26887,0.0,0.9998914968027904
26888,0.0,0.9999990130646722
26889,0.0,5.3239445450885886e-08
26890,0.0,5.323791272718363e-19
26891,0.0,0.0017764165275402685
26892,0.0,0.9949030985883489
26893,0.0,3.6893549273847353e-10
26894,0.0,0.9938498754328902
26895,0.0,0.40310157942707336
26896,0.0,1.4755889389332865e-15
26897,0.0,0.007279183235253572
26898,0.0,0.999999981472363
26899,0.0,2.791043521835718e-09
26900,0.0,0.8959849138965333
26901,0.0,7.43675935919316e-11
26902,0.0,0.9967467247089826
26903,0.0,2.960252868088799e-23
26904,0.0,0.00010098734691297086
26905,0.0,0.9997555414118816
26906,0.0,0.22126813906397047
26907,0.0,2.47867188222419e-09
26908,0.0,0.2883862145549067
26909,0.0,0.9999999997760796
26910,0.0,0.029441257130706798
26911,0.0,3.4600771632694016e-18
26912,0.0,1.3385859651014798e-07
26913,0.0,0.9999871836340897
26914,0.0,2.5090011379746377e-11
26915,0.0,0.8310956350522066
26916,0.0,4.667191780398913e-05
26917,0.0,3.0506818888410664e-10
26918,0.0,0.9999999987905825
26919,0.0,0.9998133859999516
26920,0.0,3.5238603660746937e-10
26921,0.0,0.0020153798820974943
26922,0.0,0.9197613468938461
26923,0.0,0.20208733666736053
26924,0.0,0.9999999996890168
26925,0.0,1.3418890742644907e-15
26926,0.0,0.9992448088121751
26927,0.0,0.00039446923777238766
26928,0.0,0.5695851337114258
26929,0.0,0.4068161227404673
26930,0.0,0.9999999999999751
26931,0.0,2.215192009935498e-07
26932,0.0,0.9463657511736923
26933,0.0,0.07739358192702338
26934,0.0,0.9999985035094265
26935,0.0,0.9953188122814473
26936,0.0,1.5760121883409072e-09
26937,0.0,0.9031961986761107
26938,0.0,0.0701419953907566
26939,0.0,0.9999999978772678
26940,0.0,0.9999999966528819
26941,0.0,0.2973561369934219
26942,0.0,0.9955671289107371
26943,0.0,0.9967927464729712
26944,0.0,0.01647280561881297
26945,0.0,0.513511769110094
26946,0.0,0.09585909264445479
26947,0.0,0.5990053917060508
26948,0.0,0.0027842310021322317
26949,0.0,1.0795024075707505e-05
26950,0.0,0.12351807959033481
26951,0.0,0.15900340387223813
26952,0.0,0.9999979726279378
26953,0.0,0.9998422330657443
26954,0.0,0.021050617142990176
26955,0.0,0.645016873551818
26956,0.0,0.38460208710240795
26957,0.0,0.1444489588876837
26958,0.0,0.9999999958807537
26959,0.0,1.2651555470694014e-14
26960,0.0,0.034145021623784536
26961,0.0,0.8439819087506707
26962,0.0,0.8869497859116483
26963,0.0,0.8451708955847078
26964,0.0,6.310568122818718e-07
26965,0.0,0.9959593475860097
26966,0.0,3.902353203215091e-06
26967,0.0,0.038980896317737976
26968,0.0,0.22290291154540415
26969,0.0,0.3317850384652351
26970,0.0,0.9999698495792944
26971,0.0,0.9842553647387726
26972,0.0,0.00019107222807697175
26973,0.0,0.0014865433901173877
26974,0.0,0.9419108462954736
26975,0.0,0.7145023396727447
26976,0.0,1.0
26977,0.0,0.1441170597864806
26978,0.0,3.5348866669414784e-07
26979,0.0,0.9792400392177091
26980,0.0,9.013748291983107e-05
26981,0.0,0.029516543007256254
26982,0.0,0.999643727858252
26983,0.0,0.8590811075443536
26984,0.0,2.5938151286236773e-13
26985,0.0,1.2185584820672955e-05
26986,0.0,0.9999999999999218
26987,0.0,0.0009219407485576036
26988,0.0,4.4140266999714886e-21
26989,0.0,0.9999717383483467
26990,0.0,0.00035785829913589814
26991,0.0,5.124578531037703e-32
26992,0.0,0.7476527910917203
26993,0.0,0.8869808987901645
26994,0.0,0.005425128323684412
26995,0.0,0.9999945300474045
26996,0.0,6.6624231624833864e-52
26997,0.0,1.9931406915960325e-06
26998,0.0,2.00468446973871e-05
26999,0.0,0.9987423199971277
27000,0.0,0.8309713868502792
27001,0.0,0.7529061735991379
27002,0.0,2.9573128034946966e-22
27003,0.0,5.317510962717502e-05
27004,0.0,0.37135119231713415
27005,0.0,0.9999999919146676
27006,0.0,0.003718994002279621
27007,0.0,0.023780823913290967
27008,0.0,0.9999983653703881
27009,0.0,0.04927501889268571
27010,0.0,2.0565002932566954e-21
27011,0.0,1.9302295233684622e-08
27012,0.0,1.0
27013,0.0,0.35150870947814583
27014,0.0,2.0517652193028427e-22
27015,0.0,0.13593991630976354
27016,0.0,0.033016657288333036
27017,0.0,0.8498136869670523
27018,0.0,0.06927144571992143
27019,0.0,0.9999999357127581
27020,0.0,0.6144580856788578
27021,0.0,0.9999999999997549
27022,0.0,1.1786909233372353e-08
27023,0.0,1.6747164727675782e-07
27024,0.0,0.6984166480742328
27025,0.0,0.05452356875752702
27026,0.0,1.9959780207325652e-22
27027,0.0,0.04628213387673257
27028,0.0,0.8995421847220288
27029,0.0,0.9999999999074873
27030,0.0,0.8884174795541117
27031,0.0,0.9999250069786103
27032,0.0,0.9448030317212078
27033,0.0,0.8979458534861391
27034,0.0,0.15115670902031658
27035,0.0,0.9999999998914646
27036,0.0,0.1951654741880399
27037,0.0,0.9999999979748866
27038,0.0,3.2639926135638087e-09
27039,0.0,0.9993415128912451
27040,0.0,0.9750708000209423
27041,0.0,0.03382376682907776
27042,0.0,0.006900229497757047
27043,0.0,0.9999927688776655
27044,0.0,1.8451064329696817e-11
27045,0.0,1.0824332227297663e-13
27046,0.0,2.773040702709967e-08
27047,0.0,0.9993089330280236
27048,0.0,0.020687465172121416
27049,0.0,0.9957616465127093
27050,0.0,0.00700920956441973
27051,0.0,0.04165620466983093
27052,0.0,0.011498044877866398
27053,0.0,0.9999603613029652
27054,0.0,7.879684232665661e-07
27055,0.0,0.9995537007832702
27056,0.0,5.363225318861877e-05
27057,0.0,4.143407135437314e-21
27058,0.0,7.263695788696068e-05
27059,0.0,0.17069485750317978
27060,0.0,0.0371427001819464
27061,0.0,4.201956617263579e-09
27062,0.0,3.646707651188366e-05
27063,0.0,0.016679120445639947
27064,0.0,0.002866965923720762
27065,0.0,7.869475436437028e-05
27066,0.0,0.1487171902982405
27067,0.0,0.8596100319637909
27068,0.0,0.9999987754684866
27069,0.0,0.9959430483644583
27070,0.0,8.941248189781394e-36
27071,0.0,0.0017436241104695053
27072,0.0,3.6117615002852226e-32
27073,0.0,0.18983744354452142
27074,0.0,0.3453418447317702
27075,0.0,0.9997018484939308
27076,0.0,1.0
27077,0.0,0.0020805705949760883
27078,0.0,0.2072947508912117
27079,0.0,0.9954117716735127
27080,0.0,0.4285654113382426
27081,0.0,0.35194176976578295
27082,0.0,0.9999999229301432
27083,0.0,3.9538921695545664e-05
27084,0.0,0.9983239904044734
27085,0.0,7.470017819759977e-11
27086,0.0,8.606086729094779e-15
27087,0.0,0.17656644415743517
27088,0.0,0.9102239190504383
27089,0.0,2.7212876532390865e-12
27090,0.0,0.8246911532626641
27091,0.0,5.120948921450596e-08
27092,0.0,0.9999999984978203
27093,0.0,0.9976124864254255
27094,0.0,8.069775301535752e-09
27095,0.0,0.15905059126796028
27096,0.0,2.939958806108741e-08
27097,0.0,0.9999995539501993
27098,0.0,8.377068800035446e-23
27099,0.0,0.016265773154033984
27100,0.0,0.9874114529380923
27101,0.0,0.010065487737564816
27102,0.0,0.9265907527821419
27103,0.0,1.417671104455206e-08
27104,0.0,0.9998528254611628
27105,0.0,0.00482315583169268
27106,0.0,0.9997242968190306
27107,0.0,0.9365345161014775
27108,0.0,0.9741783038254023
27109,0.0,1.0251169539284878e-31
27110,0.0,6.128864117614628e-21
27111,0.0,0.06675651648526501
27112,0.0,9.867075519002807e-11
27113,0.0,2.3409512282934574e-19
27114,0.0,0.3804545181984279
27115,0.0,1.0
27116,0.0,0.6660742632946051
27117,0.0,3.780971981706566e-11
27118,0.0,0.8390928114839866
27119,0.0,5.605687291710943e-17
27120,0.0,0.9999999870100177
27121,0.0,0.0008152767434318302
27122,0.0,0.03058567536107045
27123,0.0,0.00754082433609375
27124,0.0,1.5288275657331964e-22
27125,0.0,1.835637136647864e-22
27126,0.0,5.778267927448433e-32
27127,0.0,1.6512265709988195e-54
27128,0.0,0.9999999999998934
27129,0.0,0.999999778142431
27130,0.0,0.006646702327826412
27131,0.0,8.369130123326032e-09
27132,0.0,0.9994670980877406
27133,0.0,0.19867093063373267
27134,0.0,0.9999999971676345
27135,0.0,0.9989663525006367
27136,0.0,0.3231346513579819
27137,0.0,0.000709398977398262
27138,0.0,0.9999999999999609
27139,0.0,4.118237019134428e-11
27140,0.0,0.9999999769678567
27141,0.0,1.0863420583921339e-06
27142,0.0,5.5931028880451196e-05
27143,0.0,0.7635325383909546
